productoid,nombre,referencia,ean13,ingreso,costo,contribucion,ventana_dias,servidor_sync
"000115","TOMATE GUISO KILO","","115",5884775.0000,3390591.0834,2494183.9166,30,"192.168.123.231"
"011555","ESMERALDA 1100ML ENTERA 6U","","7707346000451",4534400.0000,3224520.0000,1309880.0000,30,"192.168.123.231"
"000042","PAPA PASTUSA KILO","","42",3875010.0000,2040559.0734,1834450.9266,30,"192.168.123.231"
"000063","PAPAYA MARADOL KILO","","63",3770383.5000,1029907.5762,2740475.9238,30,"192.168.123.231"
"000008","PLATANO HARTON KILO","","8",3609291.0000,2064198.8842,1545092.1158,30,"192.168.123.231"
"003443","ALQUERIA 1300ML DESLACTOSADA 6U","","7702177009659",3552050.0000,3427895.2899,124154.7101,30,"192.168.123.231"
"000021","LIMON COMUN KILO","","21",3228332.5000,2514989.8481,713342.6519,30,"192.168.123.231"
"000056","ZANAHORIA KILO","","56",2909541.0000,2135678.2348,773862.7652,30,"192.168.123.231"
"000033","NARANJA PAQUETE","","33",2786950.0000,2306709.0780,480240.9220,30,"192.168.123.231"
"000161","BANANO KILO","","161",2664693.0000,1049959.3997,1614733.6003,30,"192.168.123.231"
"000083","MANGO TOMY KILO","","83",2359904.5000,1522411.8725,837492.6275,30,"192.168.123.231"
"000084","MANGO COMUN AZUCAR KILO","","84",2300741.0000,1661834.5817,638906.4183,30,"192.168.123.231"
"016330","HUEVO DOBLEO 60U A","","7709291464661",2219400.0000,1979060.1220,240339.8780,30,"192.168.123.231"
"000116","CEBOLLA CABEZ BLANCA KILO","","116",2205142.5000,1682749.4847,522393.0153,30,"192.168.123.231"
"000142","AGUCATE KILO","","142",2145528.0000,1716091.9000,429436.1000,30,"192.168.123.231"
"000081","AGUCATE HASS","","81",2128083.0000,1819880.9646,308202.0354,30,"192.168.123.231"
"030464","HUEVO QUERIE EXTRA 30U","","20221609201795",2005640.0000,1493398.6555,512241.3445,30,"192.168.123.231"
"000020","LULO KILO","","20",1996302.0000,1422202.7892,574099.2108,30,"192.168.123.231"
"000118","CEBOLLA LARGA KILO CON RAMA","","118",1981622.5000,1940916.0750,40706.4250,30,"192.168.123.231"
"018634","CAFE SELLO ROJO 425G","","7702032117833",1950750.0000,1636560.1638,314189.8362,30,"192.168.123.231"
"029834","SANTODOMINGO 900ML ENTERA 6U","","7708556683151",1880640.0000,1464832.4354,415807.5646,30,"192.168.123.231"
"000025","PIÑA GOLDE CON RAMA KILO","","25",1876056.0000,623346.8670,1252709.1330,30,"192.168.123.231"
"000041","PAPA CRIOLLA KILO","","41",1822050.0000,1374576.7644,447473.2356,30,"192.168.123.231"
"000143","PLATANO HARTON PAQUETE","","143",1809500.0000,1253772.8810,555727.1190,30,"192.168.123.231"
"012561","SANTODOMINGO 1100ML DESLACTOSADA 6U","","7708556683373",1773170.0000,1163971.5460,609198.4540,30,"192.168.123.231"
"000055","YUCA KILO","","55",1760640.0000,1017568.9640,743071.0360,30,"192.168.123.231"
"000032","MANDARINA ARRAYANA KILO","","32",1709136.5000,1247486.8280,461649.6720,30,"192.168.123.231"
"030863","HUEVO QUERIE A 30U","","20221609040691",1674470.0000,1536000.0000,138470.0000,30,"192.168.123.231"
"002963","ARROZ ROA 5KG","","7702552000516",1667600.0000,1476307.8750,191292.1250,30,"192.168.123.231"
"013905","DUCALES 5TAC 500G","","7702025149520",1659200.0000,1229365.6488,429834.3512,30,"192.168.123.231"
"004151","ARROZ DIANA 5KG","","7702511000045",1642600.0000,1369272.1398,273327.8602,30,"192.168.123.231"
"014689","CHOCOLATE CORONA 450G 18 PASTILLA","200045911","7702007084535",1636830.0000,1331928.1386,304901.8614,30,"192.168.123.231"
"000090","MARACUYA KILO","","90",1618882.0000,1171684.6467,447197.3533,30,"192.168.123.231"
"000173","GUAYABA PERA KILO","","173",1608337.5000,1160316.9996,448020.5004,30,"192.168.123.231"
"000024","PAPA PASTUSA BULTO","","24",1530000.0000,78937.2156,1451062.7844,30,"192.168.123.231"
"000001","CILANTRO PAQUETE","","1",1522500.0000,691327.0480,831172.9520,30,"192.168.123.231"
"022729","COLANTA 1100ML ENTERA 6U","","7702129003612",1494500.0000,1309402.5000,185097.5000,30,"192.168.123.231"
"026912","CAF AROMA 400G","","7702088207182",1459270.0000,1087801.8750,371468.1250,30,"192.168.123.231"
"000091","MELON CATALUPE KILO","","91",1450411.5000,517829.4225,932582.0775,30,"192.168.123.231"
"023456","ARROZ ROA 25LB 25U","","17702552000094",1438400.0000,1404480.8072,33919.1928,30,"192.168.123.231"
"015671","ACEITE VIVA SOYA 3LT","","7707549371075",1397200.0000,912561.1014,484638.8986,30,"192.168.123.231"
"000043","MANZANA BANDEJA VERDE 6UND","","43",1370600.0000,1216793.7565,153806.2435,30,"192.168.123.231"
"000164","MANZANA PAQUETE","","164",1361700.0000,930654.1296,431045.8704,30,"192.168.123.231"
"026933","ACEITE SURAY 3LT MEZCLA VEGETAL","","7707331900278",1360300.0000,1056766.3224,303533.6776,30,"192.168.123.231"
"002841","SALCHICHA RANCHERA 480G 14U","","7701101247266",1357000.0000,967106.1056,389893.8944,30,"192.168.123.231"
"027594","AVENA ALQUERIA AUTENTICA PRO 220ML VASO","","",1356600.0000,377493.8960,979106.1040,30,"192.168.123.231"
"024202","PAPA COSTAL 10LIBRAS","","24202",1354500.0000,1912173.8832,-557673.8832,30,"192.168.123.231"
"022909","ARROZ FLORHUILA 25LB 25U","","7702231000073",1334000.0000,1139772.4198,194227.5802,30,"192.168.123.231"
"024170","ALQUERIA 1300ML ORIGINAL 6U","","7702177022559",1318350.0000,989488.7616,328861.2384,30,"192.168.123.231"
"028104","YOGURT DEJAMU GRIEGO 1LT SIN AZUCAR","","7707365170623",1309000.0000,931693.7705,377306.2295,30,"192.168.123.231"
"002418","HUEVO DOBLEO 30U AA","","7709291464623",1308300.0000,1066499.2144,241800.7856,30,"192.168.123.231"
"023002","RECREO 1100ML ENTERA 6U","","7702369700067",1303400.0000,1091788.1276,211611.8724,30,"192.168.123.231"
"000079","ARVEJA DESGRANADA KILO","","79",1277085.0000,2744380.5185,-1467295.5185,30,"192.168.123.231"
"003223","FRIJOL SUDESPENSA 500G BOLA ROJA","","7707309250053",1270200.0000,1065478.6884,204721.3116,30,"192.168.123.231"
"000073","GUANABANA KILO","","73",1262537.5000,731500.0000,531037.5000,30,"192.168.123.231"
"018420","AGUACATE HASS BANDEJA","","18420",1208400.0000,834883.9652,373516.0348,30,"192.168.123.231"
"029320","HUEVO VIGOR EXTRA 30U","29320","7703039389179",1193010.0000,914437.7803,278572.2197,30,"192.168.123.231"
"002961","ARROZ ROA 10KG","","7702552000172",1176450.0000,1101719.0860,74730.9140,30,"192.168.123.231"
"000172","GRANADILLA KILO","","172",1162973.5000,1452964.1176,-289990.6176,30,"192.168.123.231"
"000013","BROCOLI KILO","","13",1122367.5000,1423465.4593,-301097.9593,30,"192.168.123.231"
"017447","CREMA LUBRIDERM 946ML REPARACION INTENSIVA VALVULA","200043420","7501007528434",1116250.0000,847334.5872,268915.4128,30,"192.168.123.231"
"022985","RECREO 1100ML DESLACTOSADA 6U","","7702369700159",1092000.0000,961822.1690,130177.8310,30,"192.168.123.231"
"000095","NARANJA TANGELO KILO","","95",1087878.5000,431545.3305,656333.1695,30,"192.168.123.231"
"004241","PANELA FURATENA 2.200G PASTILLA CJX8U","","7707264370063",1079700.0000,831231.8635,248468.1365,30,"192.168.123.231"
"023782","TE HATSU 200ML 6U","","7702090049435",1029600.0000,558647.3618,470952.6382,30,"192.168.123.231"
"002688","ATUN VANCAMPS 160G ACEITE CJAX48U","200035020","7702367002613",1014000.0000,642743.5980,371256.4020,30,"192.168.123.231"
"005153","OREO 432G 12U CJAX12U","","7590011151110",1004850.0000,673549.4088,331300.5912,30,"192.168.123.231"
"009649","PAPEL HIGIENICO SUPER BLANKO 28MTS MEGAROLLO 12U","","7702518021029",1004330.0000,668255.5184,336074.4816,30,"192.168.123.231"
"000092","MORA KILO","","92",988781.5000,996559.7022,-7778.2022,30,"192.168.123.231"
"000158","FRESA BANDEJA","","158",965200.0000,621522.8062,343677.1938,30,"192.168.123.231"
"000064","MAZORCA KILO","","64",963886.0000,668502.6012,295383.3988,30,"192.168.123.231"
"026486","CAFE AGUILA ROJA 400G","","7702040885052",961400.0000,732905.3039,228494.6961,30,"192.168.123.231"
"023663","ARANDANOS ESTUCHE 500G","","23663",957000.0000,792955.0600,164044.9400,30,"192.168.123.231"
"000102","CEBOLLA CABEZ ROJA KILO","","102",941345.0000,1016001.2123,-74656.2123,30,"192.168.123.231"
"020609","CREMA DENTAL COLGATE 125G TRIPLE ACCION 3U","200044275","7509546652016",940950.0000,653734.8010,287215.1990,30,"192.168.123.231"
"007552","PAPEL HIGIENICO FAMILIA 65USO ACOLCHAMAX MEGAROLLO 12U","","7702026148492",921300.0000,705325.5201,215974.4799,30,"192.168.123.231"
"025511","ACEITE GOURMET 2.6LT CJX6U","","7702141986054",911200.0000,662346.1559,248853.8441,30,"192.168.123.231"
"002689","ATUN VANCAMPS 160G AGUA CJAX48U","","7702367002620",897000.0000,532872.3572,364127.6428,30,"192.168.123.231"
"000011","HABICHUELA KILO","","11",893511.0000,895229.6220,-1718.6220,30,"192.168.123.231"
"002957","ARROZ FLORHUILA 5KG","","7702231000042",890650.0000,790449.8490,100200.1510,30,"192.168.123.231"
"000112","TOMATE ARBOL KILO","","112",889623.0000,540370.6656,349252.3344,30,"192.168.123.231"
"006441","PANELA DELMELAO 950G PASTILLA","","7707346730020",887500.0000,618825.9854,268674.0146,30,"192.168.123.231"
"003170","PAN SANTA CLARA 550G EXTRALARGO","","7702766098118",881100.0000,715322.4664,165777.5336,30,"192.168.123.231"
"026172","ARR SUDESPENSA 5K","26172","7707309254358",874500.0000,760391.0415,114108.9585,30,"192.168.123.231"
"025073","CAFE TOSTAO 454G SELECTO","","7702439261764",866660.0000,752484.1178,114175.8822,30,"192.168.123.231"
"011214","CHAMPIÑON ENTERO BANDEJA 500G","","11214",866550.0000,910000.0000,-43450.0000,30,"192.168.123.231"
"000104","ARVEJA EN VAINA KILO","","104",863139.0000,1059363.2665,-196224.2665,30,"192.168.123.231"
"000281","DORIA SPAGUETTI 1KL AH30 PACX6","","7702085019023",861730.0000,586653.5180,275076.4820,30,"192.168.123.231"
"023126","HUEVO KIKES 30U AA ESTUCHE","","7700456841563",838450.0000,675028.0494,163421.9506,30,"192.168.123.231"
"011056","PANELA FURATENA 1600G PARTIDA CJAX16U","","7707264370124",837900.0000,651138.5825,186761.4175,30,"192.168.123.231"
"016917","PAPA CRIOLLA SAN LUIS PAQUETE","","",822000.0000,606699.5164,215300.4836,30,"192.168.123.231"
"002399","MOGOLLA SANTA CLARA 520G MIEL","","7702766083220",821600.0000,642091.1068,179508.8932,30,"192.168.123.231"
"010196","AZUCAR  SUDESPENSA 2.5KG BLA","10196","7707309251449",818800.0000,632000.0000,186800.0000,30,"192.168.123.231"
"030463","QUESO STELAR 400G TAJADO MOZZARELLA","","7708916197243",808300.0000,687350.0000,120950.0000,30,"192.168.123.231"
"026153","PAPEL HIGIENICO ROSAL 30MTS ULTRA CONFORT XXG 12U","","7702120012972",801000.0000,580993.0584,220006.9416,30,"192.168.123.231"
"002948","AZUCAR MANUELITA 2.5KL BLANCA BTOX10U","","7702406000150",798460.0000,630192.4845,168267.5155,30,"192.168.123.231"
"007061","ACEITE SOLISOYA 3LT","","7707331900148",798400.0000,580057.1602,218342.8398,30,"192.168.123.231"
"013542","COCA COLA 1.5LT","","7702535024423",783000.0000,683027.7625,99972.2375,30,"192.168.123.231"
"021304","JAMON PIETRAN 431G 21U","","7701101358542",781650.0000,547480.7256,234169.2744,30,"192.168.123.231"
"000016","DURAZNO NACIONAL KILO","","16",775977.5000,875921.7090,-99944.2090,30,"192.168.123.231"
"008205","SALCHICHA ZENU PERRO 480G 12U","","7701101261491",775200.0000,555917.4940,219282.5060,30,"192.168.123.231"
"023786","TOALLA ARRU RRU 100U HUMEDAS AVENA Y KARITE PRACTI CORTE","200041254","7702277395256",771150.0000,492309.2680,278840.7320,30,"192.168.123.231"
"003981","HARINA PAN BLANCA 1KL PACX20U","","7702084137520",762200.0000,606604.3180,155595.6820,30,"192.168.123.231"
"014641","SOPA AJINOMEN 320G 4U","","7709420845149",750000.0000,516617.3355,233382.6645,30,"192.168.123.231"
"026562","QUESO SOTAQUIREÑO 500G TAJADO MOZZARELLA","","7709990292138",749700.0000,637000.0000,112700.0000,30,"192.168.123.231"
"015398","SALCHIHA RANCHERA 115G 5U","","7701101358245",745200.0000,511056.0729,234143.9271,30,"192.168.123.231"
"000047","PEPINO SOPLADO KILO","","47",743976.0000,607960.9361,136015.0639,30,"192.168.123.231"
"027456","HUEVO SANTAREYES 30U AA","","7702420910015",728500.0000,598734.0000,129766.0000,30,"192.168.123.231"
"027954","PONY MALTA 200ML GO 6U PET","","7702004025791",726800.0000,466410.9077,260389.0923,30,"192.168.123.231"
"000100","PITAYA KILO","","100",724815.0000,790501.4845,-65686.4845,30,"192.168.123.231"
"004616","SALTIN 6TAC 524G TRADICIONAL CJAX24U","","7702025132652",718200.0000,536943.4072,181256.5928,30,"192.168.123.231"
"000125","PAPA CRIOLLA MINI PAQUETE","","125",718200.0000,469331.9470,248868.0530,30,"192.168.123.231"
"018035","NOSOTRAS 30U INVISIBLE RAPIGEL+ PROT MULTI","200045301","7702026155087",717600.0000,673610.1646,43989.8354,30,"192.168.123.231"
"002946","AZUCAR MANUELITA 2.5KL MORENA","","7702406090328",714350.0000,537817.4919,176532.5081,30,"192.168.123.231"
"004299","JAMON PIETRAN 230G 11U","","7701101356098",712800.0000,503140.1015,209659.8985,30,"192.168.123.231"
"009713","JAMON RICA IDEAL 400G 21U","","7702398026992",705000.0000,494051.2414,210948.7586,30,"192.168.123.231"
"010844","COLANTA 1100ML DESLACTOSADA 6U","","7702129006194",701500.0000,587412.4490,114087.5510,30,"192.168.123.231"
"025791","PASABOCAS MARGARITA 586G 22U","","7702189226884",699400.0000,404927.0232,294472.9768,30,"192.168.123.231"
"000113","LECHUGA BATAVIA UNIDAD","","113",699200.0000,307272.0932,391927.9068,30,"192.168.123.231"
"000086","PAPA PAST 5LB GRUE LAV","86","7700405000010",693000.0000,643841.9580,49158.0420,30,"192.168.123.231"
"000049","PIMENTON COMUN KILO","","49",690808.5000,1587060.5805,-896252.0805,30,"192.168.123.231"
"000120","GRANADILLA BANDEJA","","120",684400.0000,556500.0000,127900.0000,30,"192.168.123.231"
"0000M1","MERMAS PAQUETE","","M1",678000.0000,87230.9460,590769.0540,30,"192.168.123.231"
"026658","DETERGENTE ARIEL 3.5KG REGULAR CJAX5U","","7500435140652",674500.0000,481554.8478,192945.1522,30,"192.168.123.231"
"000009","ARRACACHA KILO","","9",673320.0000,836256.5770,-162936.5770,30,"192.168.123.231"
"006521","YOGO ALPINA 150G 8U EN BOLSA","","7702001047437",671300.0000,476850.1882,194449.8118,30,"192.168.123.231"
"000059","LECHUGA HIDROPONICA UNIDAD","","59",670800.0000,293009.3387,377790.6613,30,"192.168.123.231"
"020895","BON YURT 1207G 6U SURTIDO","","7702001149209",662400.0000,471451.3411,190948.6589,30,"192.168.123.231"
"012928","ATUN VANCAMPS 80G ACEITE 3U","200044246","7702367001029",660000.0000,468756.3010,191243.6990,30,"192.168.123.231"
"005147","QUESO MERCABOY 400G TAJADO MOZZARELLA","","7708019118145",649600.0000,549584.8671,100015.1329,30,"192.168.123.231"
"030462","QUESO STELAR 400G TAJADO DOBLE CREMA","","7709602619674",641550.0000,545200.0000,96350.0000,30,"192.168.123.231"
"000096","PAPA PASTUSA DELGADA LAVADA 5 LIBRAS","","7700405000027",630500.0000,425610.3640,204889.6360,30,"192.168.123.231"
"008646","AREPA DON AREPA 300G CHOCLO 5U","","7709237916117",627150.0000,513599.4900,113550.5100,30,"192.168.123.231"
"014206","YOX ALPINA 100G 8U","","7702001101450",627000.0000,445984.6176,181015.3824,30,"192.168.123.231"
"000105","PERA NACIONAL KILO","","105",619008.0000,323823.8587,295184.1413,30,"192.168.123.231"
"003055","QUE ALPI PARMES 100G","3055","7702001012053",616500.0000,428208.0000,188292.0000,30,"192.168.123.231"
"000046","PEPINO COHOMBRO KILO","","46",610254.0000,562024.5575,48229.4425,30,"192.168.123.231"
"011752","PONQUE CHOCORAMO MINI 400G 20U","","7702914114103",609000.0000,440453.6692,168546.3308,30,"192.168.123.231"
"013471","FRESCO HIT 200ML 6U","","7707133061122",607200.0000,409427.1896,197772.8104,30,"192.168.123.231"
"002736","JABON REY 300G 3U CJAX16U","","7702166006058",605900.0000,473355.4588,132544.5412,30,"192.168.123.231"
"003136","SAL REFISAL 1KL BTOX20U","","7703812101202",605150.0000,596828.8448,8321.1552,30,"192.168.123.231"
"022793","SUAVITEL 1LT 2U","","7702010780363",604800.0000,428846.6302,175953.3698,30,"192.168.123.231"
"002718","TOSTADA GUADALUPE 280G INTEGRAL 24U","","7705326079343",599950.0000,505729.4130,94220.5870,30,"192.168.123.231"
"000062","MANZANA NACIONAL KILO","","62",594264.0000,640772.8659,-46508.8659,30,"192.168.123.231"
"017482","KOTEX 24U ULTRA PROTECT NOCTURNA CON ALAS","200045033","7702425524705",593400.0000,475715.6925,117684.3075,30,"192.168.123.231"
"003187","PANELA FURATENA 900G PASTILLA CJX20U","","7707264370025",585200.0000,475970.7903,109229.2097,30,"192.168.123.231"
"026618","CAFE SELLO ROJO 212G","","7702032117826",580500.0000,466661.4638,113838.5362,30,"192.168.123.231"
"003610","AGUA CRISTAL 18.9LT SIN BOTELLON","","3610",572400.0000,465954.3897,106445.6103,30,"192.168.123.231"
"026689","MANZANA BANDEJA ROJA 6UND","","7703460266896",562500.0000,394919.2760,167580.7240,30,"192.168.123.231"
"000177","COLIFLOR KILO","","177",561677.0000,571725.0766,-10048.0766,30,"192.168.123.231"
"000159","AJO IMPORTADO PAQUETE 3 UNIDADES","","159",561000.0000,265074.8900,295925.1100,30,"192.168.123.231"
"009895","ALQUERIA 1300ML CREMOSA 6U","","7702177022764",559300.0000,496154.1488,63145.8512,30,"192.168.123.231"
"004957","TOSTADA GUADALUPE 280G MANTEQUILLA 24U","","7705326079336",557600.0000,475604.7347,81995.2653,30,"192.168.123.231"
"024290","JABON PROTEX 110G AVENA BARRA 3U","200042428","7702010920615",554900.0000,393492.4560,161407.5440,30,"192.168.123.231"
"000131","ZANAHORIA PAQ","131","131",542100.0000,285426.0090,256673.9910,30,"192.168.123.231"
"019353","PAÑAL WINNY ULTRATRIM SEC ET5 XXG 50U PACX4U","019353","7701021116031",539700.0000,316468.2500,223231.7500,30,"192.168.123.231"
"002741","ARROZ DIANA 3KG","","7702511000038",538200.0000,454961.9813,83238.0187,30,"192.168.123.231"
"017508","BREMYM SURE POLVO 1000G VAINILLA KIDS BREMYMG","017508","7707062800106",534100.0000,530713.3261,3386.6739,30,"192.168.123.231"
"000145","CHAMPIÑON TAJADO BANDEJA 125G","","145",529300.0000,412798.1256,116501.8744,30,"192.168.123.231"
"026612","AJO NACIONAL KILO","","26612",524900.0000,2542927.7796,-2018027.7796,30,"192.168.123.231"
"006823","JAM ZENU SANDU 450G","6823","7701101280645",523200.0000,368616.1620,154583.8380,30,"192.168.123.231"
"000127","CIRUELA BANDEJA","","127",504000.0000,322309.6480,181690.3520,30,"192.168.123.231"
"005810","ALPINA 1100ML DESLACTOSADA 6U","","7702001029716",501800.0000,318632.3156,183167.6844,30,"192.168.123.231"
"010422","FRIJOL DESGRANADO PAQUETE","","10422",501650.0000,264062.5820,237587.4180,30,"192.168.123.231"
"000076","KIWI KILO","","76",499275.0000,827102.0392,-327827.0392,30,"192.168.123.231"
"004092","QUESO COLANTA 400G CREMA ESPARCIR","","7702129025157",499100.0000,405223.9630,93876.0370,30,"192.168.123.231"
"014395","COLOMBIANA+MANZANA 3.125LT UVA 600ML","","7702090022933",495600.0000,346881.3552,148718.6448,30,"192.168.123.231"
"029656","DET LIQ MBOY 3.8LT ORIG","29656","7707291731820",495000.0000,332790.0000,162210.0000,30,"192.168.123.231"
"026199","PAN COMAPAN 520G HUEVO EXTRALARGO","","7702432001503",491130.0000,384023.0000,107107.0000,30,"192.168.123.231"
"002810","MARGARINA FINA SOLIDA 125G CJX80U","","7702161001003",490000.0000,277063.5465,212936.4535,30,"192.168.123.231"
"004391","TORTILLA BIMBO 450G CLASICA M 15U","","7705326075505",484200.0000,345383.3367,138816.6633,30,"192.168.123.231"
"003119","PONQUE RAMO TRADICIONAL 230G","","7702914594462",480260.0000,341952.1114,138307.8886,30,"192.168.123.231"
"023662","ARANDANOS ESTUCHE 250G","","7703460236622",478500.0000,363999.9136,114500.0864,30,"192.168.123.231"
"015216","ALIMENTO LACTEO ALQUERIA FORTIKIDS 95G 12U SURTIDO","","7707331406060",478400.0000,336548.8502,141851.1498,30,"192.168.123.231"
"028095","YOGURT DEJAMU KEFIR 1LT","","7707365175284",476000.0000,336873.6440,139126.3560,30,"192.168.123.231"
"017761","PATILLA BABY KILO","","17761",474944.0000,90151.6324,384792.3676,30,"192.168.123.231"
"014150","ESMERALDA 900ML ENTERA 1U","","7707346000048",474300.0000,367200.0000,107100.0000,30,"192.168.123.231"
"023455","ARROZ DIANA 25LB 25U","","577002511000019",469000.0000,438858.8135,30141.1865,30,"192.168.123.231"
"000002","AHUYAMA KILO","","2",465832.5000,274182.7584,191649.7416,30,"192.168.123.231"
"028318","PAÑAL WINNY PANTS ET5 XXG 50U PACX4U","028318","7701021117908",462600.0000,308927.3740,153672.6260,30,"192.168.123.231"
"022799","AGUA CRISTAL 300ML 12U","","7702090041606",462000.0000,321127.8804,140872.1196,30,"192.168.123.231"
"000139","AHUYAMA SAPAYO KILO","","139",456435.0000,231460.5416,224974.4584,30,"192.168.123.231"
"023821","ALIMENTO LACTEO ALQUERIA 150G 6U SURTIDO EN BOLSA","","7707331406404",455900.0000,323767.8330,132132.1670,30,"192.168.123.231"
"026604","MANZANA CHILENA VERDE KILO","","26604",453626.5000,878424.7893,-424798.2893,30,"192.168.123.231"
"010830","CHOCOLATE SOL 400G COCOA PASTILLA","","7702088215156",447200.0000,280080.5155,167119.4845,30,"192.168.123.231"
"003226","LENTEJA SUDESPENSA 500G","","7707309250138",442200.0000,379628.0211,62571.9789,30,"192.168.123.231"
"002947","AZUCAR MANUELITA 1KL BLANCA BTOX25U","","7702406000143",441600.0000,309359.1754,132240.8246,30,"192.168.123.231"
"002875","CHOCOLATE MERCABOY 500G CJAX50","","7707185810693",440000.0000,324450.8107,115549.1893,30,"192.168.123.231"
"023477","ARROZ CASANARE 25LB 25U","","17703308010121",439500.0000,495851.5368,-56351.5368,30,"192.168.123.231"
"002965","ARROZ ROA 3KG","","7702552000486",433200.0000,400423.8765,32776.1235,30,"192.168.123.231"
"010978","SALCHICHA RICA ESTANDAR 500G 30U","","7702398027432",432100.0000,301136.3890,130963.6110,30,"192.168.123.231"
"008055","ATUN VANCAMPS 80G OLIVA 3U","","7702367000404",430650.0000,307648.9296,123001.0704,30,"192.168.123.231"
"029554","PAPA LAVADA KILO","29554","29554",426120.0000,248978.0706,177141.9294,30,"192.168.123.231"
"009141","BREMYM SURE POLVO 1000G VAINILLA BREMYMG","009141","7707062800380",425000.0000,386149.2144,38850.7856,30,"192.168.123.231"
"000137","ARANDANOS ESTUCHE 125G","","137",423300.0000,331500.0000,91800.0000,30,"192.168.123.231"
"027202","JABON LIQUIDO REY 1.6LT BARRA DOYPACK","","7702166006522",421200.0000,317299.7837,103900.2163,30,"192.168.123.231"
"029786","PAÑAL HUGGIES PANTS ACTIVE SEC ET5 XXG 48U","200047609","7702425235410",419650.0000,351726.7828,67923.2172,30,"192.168.123.231"
"027305","ATUN VANCAMPS 60G OLIVA 3U","200047149","7702367241357",418500.0000,286718.8060,131781.1940,30,"192.168.123.231"
"006707","AGUA CRISTAL 6LT BOLSA","","7702090006407",417600.0000,255753.6762,161846.3238,30,"192.168.123.231"
"021172","ALQUERIA 1100ML DESCREMADA 6U","","7702177003527",416900.0000,366346.1610,50553.8390,30,"192.168.123.231"
"007334","WAFER NOEL 432G 18U CJAX24U","","7702025186440",416100.0000,296134.0000,119966.0000,30,"192.168.123.231"
"018230","ALIMENTO LACTEO ALQUERIA 100G 4U MYM","","7707331405537",411000.0000,282465.4308,128534.5692,30,"192.168.123.231"
"018421","MANGOSTINO KILO","","18421",410178.5000,467409.4216,-57230.9216,30,"192.168.123.231"
"009916","ALQUERIA 1300ML DESLACTOSADA 1U","","7702177009642",409200.0000,338103.5718,71096.4282,30,"192.168.123.231"
"026603","MANZANA CHILENA ROJA KILO","","26603",406010.0000,552193.5948,-146183.5948,30,"192.168.123.231"
"030811","CAFE AGUILA ROJA 500G GT MUG","","7702040001858",404250.0000,335445.0000,68805.0000,30,"192.168.123.231"
"029602","PAÑAL HUGGIES ACTIVE SEC ET4 XG 52U","200047378","7809604029737",399000.0000,267066.0000,131934.0000,30,"192.168.123.231"
"004091","QUESO COLANTA 230G CREMA ESPARCIR","","7702129025201",396500.0000,335495.9932,61004.0068,30,"192.168.123.231"
"029412","COCOA AROMA 500G PASTI","29412","7702088152123",394330.0000,291688.6047,102641.3953,30,"192.168.123.231"
"025906","CREMA DE LECHE ALQUERIA 180G ORIGINAL","","7702177022337",393300.0000,332567.5088,60732.4912,30,"192.168.123.231"
"027422","CAFE BASTILLA 390G","","7702032118762",383800.0000,299567.3480,84232.6520,30,"192.168.123.231"
"004961","YOGURT SUPERIOR 4LT","","7702298008364",382800.0000,273144.0000,109656.0000,30,"192.168.123.231"
"006012","YOGURT SUPERIOR 4LT","","7702298008388",382800.0000,273144.0000,109656.0000,30,"192.168.123.231"
"027908","MANTEQUILLA SUPERIOR SAL 500G","","7702298000122",382000.0000,271320.0000,110680.0000,30,"192.168.123.231"
"000082","BANANO BOCADILLO KILO","","82",380600.0000,197687.3560,182912.6440,30,"192.168.123.231"
"000111","KIWI BANDEJA","","111",378100.0000,271504.0310,106595.9690,30,"192.168.123.231"
"002382","PONQUE CHOCORAMO 325G 5U","","7702914596794",375550.0000,271377.9604,104172.0396,30,"192.168.123.231"
"019554","CHOCOLATE SOL 750G","","7702088199470",374850.0000,260339.8551,114510.1449,30,"192.168.123.231"
"030855","CHOCOLATE ESPECIAL 400G COCOA AZUCAR CJAX48","200045098","7702007090017",374500.0000,240800.0000,133700.0000,30,"192.168.123.231"
"003148","MORTADELA RICA 450G 27U","","7702398001449",370800.0000,297359.8625,73440.1375,30,"192.168.123.231"
"006512","SALCHICHA RICA LLANERA 5000G 16U","","7702398025650",370600.0000,263891.4576,106708.5424,30,"192.168.123.231"
"030929","GELATINA GELHADA 35G 3U CJAX32U","","7702014826487",369600.0000,264000.0000,105600.0000,30,"192.168.123.231"
"011520","PONQUE CHOCORAMO MITI 200G 5U","","7702914601665",368550.0000,263614.8116,104935.1884,30,"192.168.123.231"
"000140","ESPINACA PAQUETE","","140",368000.0000,181402.1362,186597.8638,30,"192.168.123.231"
"029031","QUESO SOTAQUIREÑO 500G TAJADO PERA","","7709863153016",367200.0000,312000.0000,55200.0000,30,"192.168.123.231"
"012324","QUESO MERCABOY 400G TAJADO DOBLE CREMA","","7708019118633",364800.0000,310780.9334,54019.0666,30,"192.168.123.231"
"024282","QUESO DELVECCHIO 228G BLOQUE PERA 6U","","7702222000235",364000.0000,309048.6518,54951.3482,30,"192.168.123.231"
"017325","ACEITE VIVA SOYA 2LT","","7707549371068",360800.0000,260326.9191,100473.0809,30,"192.168.123.231"
"016613","SANDIA KILO","","16613",360006.0000,41932.3110,318073.6890,30,"192.168.123.231"
"004310","CANELA REY 20G ASTILLAS SELECCIONADA","","7702175111194",360000.0000,231923.5252,128076.4748,30,"192.168.123.231"
